COUNTRY,SUBBRAND,YEAR,MONTH,SCENARIO,FORECAST,FORECAST_YEAR,AMOUNT
Norway,Pepsi Regular (L3),2024,7,AI_forecast,AI_P07F,2023,43285.451714348965
Hungary,7up Free (L3),2024,9,AI_forecast,AI_P12F,2023,142995.75808591844
Great Britain,Pepsi Max (L3),2024,12,AI_forecast,AI_P10F,2023,1.0093705597122438E7
Netherlands,Pepsi Regular (L3),2023,12,AI_forecast,AI_P11F,2023,602009.403295357
Czech,Lipton (L3),2024,8,AI_forecast,AI_P12F,2023,316267.07027055684
Denmark,Pepsi Max (L3),2024,1,AI_forecast,AI_P11F,2023,2312755.1110409955
Great Britain,Pepsi Regular (L3),2023,6,AI_forecast,AI_P04F,2023,1815426.283617512
Great Britain,7up Free (L3),2024,3,AI_forecast,AI_P04F,2023,1046417.9314513408
Spain,Lipton (L3),2024,1,AI_forecast,AI_P06F,2023,12670.573619694456
Norway,7up (L3),2024,8,AI_forecast,AI_P03F,2023,4472.096223226456
Netherlands,Pepsi Max (L3),2024,4,AI_forecast,AI_P02F,2023,889873.9808492393
Netherlands,Pepsi Max (L3),2024,5,AI_forecast,AI_P08F,2023,999362.7460888774
Czech,Pepsi Regular (L3),2024,9,AI_forecast,AI_P12F,2023,1018300.898062612
Norway,Pepsi Max (L3),2024,12,AI_forecast,AI_P07F,2023,1641651.8986473347
Denmark,Mountain Dew (L3),2023,10,AI_forecast,AI_P06F,2023,35060.63694949689
Hungary,Pepsi Max (L3),2023,12,AI_forecast,AI_P10F,2023,562583.0331628429
Great Britain,Lipton (L3),2023,7,AI_forecast,AI_P03F,2023,768313.9182341078
Great Britain,Pepsi Regular (L3),2024,7,AI_forecast,AI_P07F,2023,1438643.892446393
Great Britain,Lipton (L3),2024,9,AI_forecast,AI_P11F,2023,736720.0856434917
Great Britain,7up Free (L3),2024,9,AI_forecast,AI_P04F,2023,891383.8301747799
Spain,Pepsi Regular (L3),2024,11,AI_forecast,AI_P10F,2023,160236.61626034512
Norway,Pepsi Max (L3),2023,9,AI_forecast,AI_P02F,2023,2400795.5443857755
Norway,Lipton (L3),2023,12,AI_forecast,AI_P10F,2023,22041.078659805455
Hungary,Pepsi Max (L3),2024,8,AI_forecast,AI_P03F,2023,381642.3738708223
Norway,7up Free (L3),2023,8,AI_forecast,AI_P08F,2023,45582.9772470529
Great Britain,Pepsi Max (L3),2024,5,AI_forecast,AI_P06F,2023,1.1276615012556644E7
Denmark,7up Free (L3),2023,12,AI_forecast,AI_P07F,2023,21350.706645043017
Denmark,7up Free (L3),2023,11,AI_forecast,AI_P10F,2023,23434.076057646747
Great Britain,Mountain Dew (L3),2023,10,AI_forecast,AI_P02F,2023,185170.20111480093
Hungary,7up (L3),2025,3,AI_forecast,AI_P12F,2023,0.0
Netherlands,7up Free (L3),2023,6,AI_forecast,AI_P03F,2023,144110.38003958325
Netherlands,Pepsi Max (L3),2024,11,AI_forecast,AI_P08F,2023,796922.7855122307
Denmark,Mountain Dew (L3),2023,9,AI_forecast,AI_P05F,2023,25670.110631293155
Portugal,7up Free (L3),2024,6,AI_forecast,AI_P10F,2023,155620.73610366663
Great Britain,Pepsi Max (L3),2024,4,AI_forecast,AI_P09F,2023,1.1516049564357955E7
Great Britain,Lipton (L3),2024,9,AI_forecast,AI_P11F,2023,736720.0856434917
Czech,Mountain Dew (L3),2024,7,AI_forecast,AI_P10F,2023,97812.2766400127
Spain,Lipton (L3),2024,6,AI_forecast,AI_P06F,2023,14337.826225489138
Denmark,7up (L3),2023,5,AI_forecast,AI_PF,2023,0.0
Hungary,Lipton (L3),2025,4,AI_forecast,AI_P12F,2023,198964.8126155871
Norway,Pepsi Regular (L3),2023,7,AI_forecast,AI_P07F,2023,52737.023810599254
Czech,Pepsi Regular (L3),2024,6,AI_forecast,AI_P04F,2023,1187329.5077191384
Italy,7up (L3),2024,2,AI_forecast,AI_P06F,2023,13591.375668613
Hungary,Pepsi Max (L3),2024,6,AI_forecast,AI_P11F,2023,592209.227336714
Hungary,Pepsi Max (L3),2024,9,AI_forecast,AI_P07F,2023,556399.7800641296
Norway,7up Free (L3),2023,8,AI_forecast,AI_P02F,2023,48489.89933876393
Great Britain,Pepsi Max (L3),2023,6,AI_forecast,AI_P02F,2023,1.2500027264349237E7
Denmark,Pepsi Max (L3),2023,9,AI_forecast,AI_P08F,2023,2121624.632010061
Czech,Lipton (L3),2023,3,AI_forecast,AI_P03F,2023,224331.01158369548
Great Britain,Lipton (L3),2023,6,AI_forecast,AI_P04F,2023,663180.5266422357
Netherlands,7up Free (L3),2023,11,AI_forecast,AI_P09F,2023,86006.55492109156
Norway,Mountain Dew (L3),2023,12,AI_forecast,AI_PF,2023,2311.5423763889085
Netherlands,7up (L3),2024,1,AI_forecast,AI_P11F,2023,67592.40767624091
Netherlands,Lipton (L3),2024,3,AI_forecast,AI_P05F,2023,1647342.4021877518
Norway,Lipton (L3),2024,5,AI_forecast,AI_P12F,2023,16826.113139127545
Czech,Mountain Dew (L3),2024,10,AI_forecast,AI_P06F,2023,93235.3091742858
Netherlands,Pepsi Max (L3),2024,6,AI_forecast,AI_P08F,2023,1107604.8443356894
Czech,7up (L3),2024,10,AI_forecast,AI_P08F,2023,46557.76570007548
Great Britain,7up (L3),2024,8,AI_forecast,AI_P11F,2023,464124.11468679225
Portugal,Pepsi Regular (L3),2024,10,AI_forecast,AI_P06F,2023,193949.8754033243
Netherlands,Mountain Dew (L3),2024,2,AI_forecast,AI_P12F,2023,0.0
Norway,Pepsi Regular (L3),2024,6,AI_forecast,AI_P04F,2023,32470.023215672187
Great Britain,Pepsi Max (L3),2024,4,AI_forecast,AI_P06F,2023,1.0720557591295334E7
Hungary,Pepsi Max (L3),2024,4,AI_forecast,AI_P06F,2023,365889.99318306206
Denmark,Pepsi Max (L3),2024,6,AI_forecast,AI_P09F,2023,2777878.1915649916
Czech,Mountain Dew (L3),2024,11,AI_forecast,AI_P11F,2023,73493.96988309265
Denmark,Pepsi Max (L3),2024,2,AI_forecast,AI_P10F,2023,2515173.814655532
Netherlands,7up Free (L3),2024,4,AI_forecast,AI_P03F,2023,123925.937303051
Great Britain,Mountain Dew (L3),2024,2,AI_forecast,AI_P06F,2023,129309.27690559039
Czech,7up (L3),2024,9,AI_forecast,AI_P07F,2023,78330.87179844284
Spain,Pepsi Regular (L3),2023,8,AI_forecast,AI_P08F,2023,183272.0828741894
Portugal,7up Free (L3),2024,5,AI_forecast,AI_P11F,2023,142715.07405167096
Spain,7up (L3),2024,3,AI_forecast,AI_P04F,2023,53554.87360386692
Great Britain,Lipton (L3),2023,7,AI_forecast,AI_P05F,2023,844985.0081925163
Czech,Mountain Dew (L3),2024,5,AI_forecast,AI_P06F,2023,75138.59260788563
Great Britain,7up Free (L3),2024,7,AI_forecast,AI_P06F,2023,1102042.5364536543
Great Britain,7up (L3),2024,6,AI_forecast,AI_P11F,2023,432889.08340981125
Norway,Pepsi Regular (L3),2025,5,AI_forecast,AI_P12F,2023,34759.57997073592
Norway,Pepsi Max (L3),2024,5,AI_forecast,AI_P12F,2023,3194237.096318482
Norway,Pepsi Max (L3),2023,11,AI_forecast,AI_P11F,2023,2440217.6282628602
Czech,Pepsi Regular (L3),2024,7,AI_forecast,AI_P11F,2023,999482.7372244984
Hungary,Pepsi Max (L3),2023,1,AI_forecast,AI_PF,2023,505009.48287861585
Denmark,Pepsi Max (L3),2023,12,AI_forecast,AI_P12F,2023,2623659.1896235873
Hungary,Mountain Dew (L3),2023,2,AI_forecast,AI_P02F,2023,32571.483226925357
Spain,Pepsi Max (L3),2024,3,AI_forecast,AI_P08F,2023,117195.77025733607
Spain,Pepsi Max (L3),2024,7,AI_forecast,AI_P09F,2023,110180.93250086869
Great Britain,7up (L3),2023,12,AI_forecast,AI_P06F,2023,56102.181339858966
Hungary,Mountain Dew (L3),2024,1,actual,null,null,51328.769601558255
Great Britain,7up Free (L3),2024,1,actual,null,null,969981.2136411348
Netherlands,Pepsi Regular (L3),2023,7,AI_forecast,AI_P03F,2023,534021.5324058223
Great Britain,Pepsi Regular (L3),2023,7,AI_forecast,AI_P02F,2023,1888896.846673143
Denmark,Pepsi Max (L3),2024,8,AI_forecast,AI_P09F,2023,2872575.0087936707
Great Britain,7up Free (L3),2024,9,AI_forecast,AI_P12F,2023,1448110.1832020506
Hungary,Pepsi Regular (L3),2023,10,AI_forecast,AI_P05F,2023,964096.7605709973
Hungary,7up (L3),2023,8,AI_forecast,AI_P05F,2023,75275.05062788652
Hungary,Pepsi Regular (L3),2024,6,AI_forecast,AI_P10F,2023,1755049.3339127707
Czech,Pepsi Max (L3),2024,3,AI_forecast,AI_P03F,2023,419588.1867519374
Netherlands,Mountain Dew (L3),2025,1,AI_forecast,AI_P10F,2023,0.0
Netherlands,Pepsi Regular (L3),2024,1,actual,null,null,424229.5125851514
Netherlands,7up Free (L3),2024,1,actual,null,null,103665.1849555839
Spain,7up Free (L3),2024,1,actual,null,null,60318.99423122441
Netherlands,Mountain Dew (L3),2024,7,AI_forecast,AI_P09F,2023,0.0
Denmark,Mountain Dew (L3),2024,6,AI_forecast,AI_P03F,2023,19651.185876172218
Hungary,Pepsi Max (L3),2024,3,AI_forecast,AI_P11F,2023,474803.4090569265
Norway,7up Free (L3),2023,11,AI_forecast,AI_PF,2023,49875.27736171809
Hungary,Mountain Dew (L3),2024,3,AI_forecast,AI_P08F,2023,40509.79691257879
Great Britain,Lipton (L3),2024,1,AI_forecast,AI_P06F,2023,562004.8601021568
Great Britain,Pepsi Regular (L3),2024,6,AI_forecast,AI_P07F,2023,1334240.710776528
Great Britain,Lipton (L3),2023,9,AI_forecast,AI_P09F,2023,811382.1531081451
Hungary,Pepsi Regular (L3),2024,1,AI_forecast,AI_P11F,2023,1379232.4147225467
Great Britain,Mountain Dew (L3),2024,11,AI_forecast,AI_P10F,2023,137249.4534330319
Czech,7up (L3),2024,3,AI_forecast,AI_P04F,2023,62217.553373458475
Netherlands,Pepsi Max (L3),2024,8,AI_forecast,AI_P07F,2023,1087015.8954477855
Czech,Pepsi Regular (L3),2024,2,AI_forecast,AI_P11F,2023,794864.0727962743
Italy,7up (L3),2024,10,AI_forecast,AI_P11F,2023,7736.232819631078
Hungary,Pepsi Max (L3),2023,12,AI_forecast,AI_P12F,2023,574996.9724606669
Great Britain,Lipton (L3),2024,3,AI_forecast,AI_P05F,2023,729056.0458031324
Portugal,Pepsi Regular (L3),2024,12,AI_forecast,AI_P10F,2023,205708.70193747905
Norway,Pepsi Max (L3),2024,5,AI_forecast,AI_PF,2023,2501502.9644010635
Italy,7up (L3),2024,4,AI_forecast,AI_P02F,2023,13144.421571352648
Denmark,7up Free (L3),2024,3,AI_forecast,AI_P07F,2023,16325.839521868214
Great Britain,Lipton (L3),2023,7,AI_forecast,AI_P04F,2023,782080.0088232132
Great Britain,Mountain Dew (L3),2024,11,AI_forecast,AI_P08F,2023,175868.61603025082
Great Britain,7up Free (L3),2023,7,AI_forecast,AI_P03F,2023,1880284.7497268
Czech,Pepsi Regular (L3),2023,8,AI_forecast,AI_P06F,2023,951523.1094061306
Great Britain,Lipton (L3),2024,10,AI_forecast,AI_P09F,2023,854472.2871524674
Italy,Pepsi Max (L3),2023,11,AI_forecast,AI_P11F,2023,170248.6235874573
Great Britain,Lipton (L3),2024,7,AI_forecast,AI_P10F,2023,925955.7068438975
Great Britain,7up (L3),2023,9,AI_forecast,AI_P07F,2023,230353.36160051782
Portugal,Pepsi Regular (L3),2023,12,AI_forecast,AI_P12F,2023,202014.75533496868
Hungary,Lipton (L3),2024,7,AI_forecast,AI_P10F,2023,466701.31553157547
Hungary,Lipton (L3),2024,4,AI_forecast,AI_P08F,2023,219420.19839572004
Hungary,Lipton (L3),2024,3,AI_forecast,AI_P07F,2023,239522.60677076745
Denmark,7up (L3),2024,6,AI_forecast,AI_P06F,2023,0.0
Denmark,7up Free (L3),2024,3,AI_forecast,AI_P11F,2023,26551.645126530206
Great Britain,Lipton (L3),2023,12,AI_forecast,AI_P06F,2023,585885.5808864003
Great Britain,Lipton (L3),2024,7,AI_forecast,AI_P11F,2023,838780.517463454
Spain,Pepsi Max (L3),2024,4,AI_forecast,AI_P08F,2023,100287.56576602945
Great Britain,7up (L3),2023,3,AI_forecast,AI_P03F,2023,190638.2568860671
Spain,Pepsi Regular (L3),2023,6,AI_forecast,AI_P05F,2023,152607.6921344687
Portugal,Lipton (L3),2024,9,AI_forecast,AI_P04F,2023,712202.8461568985
Great Britain,Lipton (L3),2024,6,AI_forecast,AI_P03F,2023,815616.4958863319
Great Britain,7up Free (L3),2024,3,AI_forecast,AI_P04F,2023,1061006.7882907933
Great Britain,Mountain Dew (L3),2023,10,AI_forecast,AI_PF,2023,157750.1292033894
Czech,Pepsi Max (L3),2024,11,AI_forecast,AI_P11F,2023,431723.1650558428
Great Britain,7up (L3),2023,3,AI_forecast,AI_P02F,2023,219010.74044245473
Denmark,Pepsi Regular (L3),2024,3,AI_forecast,AI_P05F,2023,178568.9907956051
Netherlands,Lipton (L3),2023,6,AI_forecast,AI_P06F,2023,2379907.8647227637
Spain,Pepsi Regular (L3),2024,12,AI_forecast,AI_P11F,2023,255710.80634283298
Hungary,Lipton (L3),2024,2,AI_forecast,AI_P04F,2023,259420.61281612358
Spain,7up (L3),2024,7,AI_forecast,AI_P06F,2023,108945.32711611134
Great Britain,Pepsi Regular (L3),2024,3,AI_forecast,AI_P11F,2023,1733694.2567609667
Great Britain,7up Free (L3),2024,2,AI_forecast,AI_P03F,2023,996363.6195570705
Great Britain,Mountain Dew (L3),2024,3,AI_forecast,AI_P06F,2023,145225.47504617757
Spain,Pepsi Max (L3),2024,1,AI_forecast,AI_P06F,2023,94120.6493912076
Great Britain,7up Free (L3),2023,12,AI_forecast,AI_PF,2023,1319258.6417792756
Great Britain,7up (L3),2023,6,AI_forecast,AI_P04F,2023,262476.6438145348
Denmark,7up (L3),2023,7,AI_forecast,AI_P05F,2023,0.0
Norway,Pepsi Regular (L3),2024,6,AI_forecast,AI_P05F,2023,32908.13565428968
Hungary,7up Free (L3),2025,4,AI_forecast,AI_P12F,2023,71065.96121384716
Netherlands,Pepsi Max (L3),2025,1,AI_forecast,AI_P08F,2023,877932.2848866227
Great Britain,7up (L3),2023,11,AI_forecast,AI_P10F,2023,95306.05122670539
Spain,7up Free (L3),2024,4,AI_forecast,AI_P11F,2023,59780.74520784726
Czech,Pepsi Regular (L3),2024,12,AI_forecast,AI_P08F,2023,1209931.5154424836
Hungary,Lipton (L3),2023,5,AI_forecast,AI_P05F,2023,278242.6414812425
Spain,Pepsi Regular (L3),2023,12,AI_forecast,AI_P10F,2023,135724.2460312794
Hungary,Lipton (L3),2023,11,AI_forecast,AI_P04F,2023,292045.6533834664
Spain,Pepsi Regular (L3),2024,9,AI_forecast,AI_P11F,2023,272071.6566923809
Great Britain,Pepsi Max (L3),2024,2,AI_forecast,AI_P02F,2023,8696907.30130962
Denmark,Pepsi Max (L3),2025,4,AI_forecast,AI_P11F,2023,2835571.916633317
Great Britain,Lipton (L3),2024,4,AI_forecast,AI_P11F,2023,775297.8820068197
Denmark,Pepsi Max (L3),2023,11,AI_forecast,AI_P10F,2023,2433129.9245153363
Norway,7up (L3),2023,10,AI_forecast,AI_P10F,2023,1942.3743715239898
Netherlands,Pepsi Max (L3),2024,6,AI_forecast,AI_PF,2023,967216.5486639584
Norway,Pepsi Max (L3),2023,12,AI_forecast,AI_P02F,2023,3139729.388155566
Spain,Pepsi Regular (L3),2024,8,AI_forecast,AI_P12F,2023,281190.29517676245
Portugal,Lipton (L3),2023,7,AI_forecast,AI_P04F,2023,889786.5542939953
Portugal,7up Free (L3),2024,1,AI_forecast,AI_P03F,2023,107585.55937835402
Czech,Lipton (L3),2024,4,AI_forecast,AI_P11F,2023,229742.51282313076
Netherlands,Pepsi Max (L3),2025,3,AI_forecast,AI_P11F,2023,1013208.3580438959
Great Britain,7up (L3),2024,2,AI_forecast,AI_P04F,2023,201844.40445892874
Norway,Pepsi Max (L3),2023,12,AI_forecast,AI_P12F,2023,2910120.1383339707
Norway,Pepsi Max (L3),2025,1,AI_forecast,AI_P08F,2023,2695904.2958459663
Netherlands,7up (L3),2024,1,AI_forecast,AI_P03F,2023,58298.98294803599
Hungary,Pepsi Max (L3),2024,3,AI_forecast,AI_P07F,2023,607445.3583777491
Denmark,7up Free (L3),2023,9,AI_forecast,AI_P07F,2023,12624.958048481132
Spain,Pepsi Max (L3),2024,4,AI_forecast,AI_P08F,2023,111315.18211071806
Hungary,Pepsi Regular (L3),2024,3,AI_forecast,AI_P07F,2023,1246175.4092145532
Czech,Pepsi Max (L3),2024,11,AI_forecast,AI_P07F,2023,409759.8280467558
Hungary,Pepsi Regular (L3),2024,9,AI_forecast,AI_P11F,2023,1100541.0464659901
Denmark,Pepsi Max (L3),2024,2,AI_forecast,AI_P03F,2023,1678122.3429558387
Czech,Lipton (L3),2024,1,AI_forecast,AI_P03F,2023,223812.6373932462
Czech,Pepsi Max (L3),2024,5,AI_forecast,AI_P12F,2023,429587.8685689416
Great Britain,Mountain Dew (L3),2024,10,AI_forecast,AI_P05F,2023,125479.49319062455
Netherlands,Pepsi Max (L3),2023,6,AI_forecast,AI_P03F,2023,1090658.9711102718
Denmark,7up (L3),2024,7,AI_forecast,AI_P02F,2023,0.0
Czech,Pepsi Regular (L3),2023,3,AI_forecast,AI_P02F,2023,1021348.6650036593
Norway,Pepsi Regular (L3),2023,7,AI_forecast,AI_P04F,2023,47725.14024013356
Hungary,Pepsi Max (L3),2024,4,AI_forecast,AI_P10F,2023,478704.0378184079
Great Britain,Pepsi Max (L3),2023,10,AI_forecast,AI_P10F,2023,1.1145501602571119E7
Italy,Pepsi Max (L3),2024,8,AI_forecast,AI_P08F,2023,202181.97502172197
Italy,Pepsi Regular (L3),2024,2,AI_forecast,AI_P06F,2023,1801184.7572382318
Denmark,Pepsi Max (L3),2024,3,AI_forecast,AI_P03F,2023,1449545.289608346
Great Britain,Lipton (L3),2025,2,AI_forecast,AI_P11F,2023,576971.3483059392
Great Britain,7up Free (L3),2023,12,AI_forecast,AI_P03F,2023,1251386.7346807723
Netherlands,Pepsi Max (L3),2023,12,AI_forecast,AI_P08F,2023,890477.2901922012
Portugal,Pepsi Regular (L3),2024,8,AI_forecast,AI_P05F,2023,239458.48406854796
Italy,7up (L3),2023,3,AI_forecast,AI_P03F,2023,16001.258353688161
Great Britain,Pepsi Max (L3),2023,5,AI_forecast,AI_P04F,2023,1.3147111465634517E7
Hungary,Pepsi Regular (L3),2024,7,AI_forecast,AI_P03F,2023,1407190.1517257108
Hungary,Pepsi Regular (L3),2023,6,AI_forecast,AI_P05F,2023,1396598.3479801868
Great Britain,7up (L3),2023,11,AI_forecast,AI_P09F,2023,103227.77782606814
Hungary,Pepsi Max (L3),2024,9,AI_forecast,AI_P05F,2023,481120.6944996022
Great Britain,Pepsi Regular (L3),2023,9,AI_forecast,AI_P03F,2023,2282401.243716078
Great Britain,7up (L3),2023,10,AI_forecast,AI_P06F,2023,129145.70674655972
Netherlands,Pepsi Max (L3),2025,2,AI_forecast,AI_P11F,2023,910517.3699557617
Portugal,Lipton (L3),2023,9,AI_forecast,AI_P06F,2023,767674.5047236731
Portugal,Pepsi Max (L3),2024,9,AI_forecast,AI_P05F,2023,229516.99703886552
Denmark,Pepsi Max (L3),2024,5,AI_forecast,AI_P09F,2023,2163014.3994948682
Great Britain,7up Free (L3),2023,12,AI_forecast,AI_P06F,2023,1117674.1406565404
Hungary,Pepsi Regular (L3),2023,10,AI_forecast,AI_P10F,2023,1203763.0122992652
Czech,Pepsi Regular (L3),2024,2,AI_forecast,AI_P02F,2023,761987.4833865415
Portugal,7up Free (L3),2023,10,AI_forecast,AI_P07F,2023,105075.15345146816
Norway,Lipton (L3),2024,2,AI_forecast,AI_P10F,2023,14868.819540969827
Netherlands,Pepsi Regular (L3),2024,3,AI_forecast,AI_P04F,2023,528350.3172969519
Denmark,Pepsi Max (L3),2024,9,AI_forecast,AI_P09F,2023,2603969.141776047
Great Britain,7up Free (L3),2024,2,AI_forecast,AI_PF,2023,940229.9715556517
Hungary,7up (L3),2024,8,AI_forecast,AI_P09F,2023,41548.7386637786
Norway,Pepsi Max (L3),2024,7,AI_forecast,AI_P09F,2023,2465807.9752565557
Denmark,Mountain Dew (L3),2023,12,AI_forecast,AI_P05F,2023,18527.94461184824
Norway,7up Free (L3),2023,11,AI_forecast,AI_P05F,2023,45710.492691284286
Norway,7up Free (L3),2024,2,AI_forecast,AI_P07F,2023,36475.80379857744
Hungary,Mountain Dew (L3),2023,7,AI_forecast,AI_P03F,2023,43730.39184796446
Hungary,Mountain Dew (L3),2023,6,AI_forecast,AI_P05F,2023,43809.71219919421
Italy,Pepsi Max (L3),2025,1,AI_forecast,AI_P11F,2023,192791.25924221074
Netherlands,Pepsi Max (L3),2023,12,AI_forecast,AI_P07F,2023,895881.1162654667
Netherlands,Lipton (L3),2023,10,AI_forecast,AI_P09F,2023,1379480.6483891706
Hungary,Mountain Dew (L3),2023,12,AI_forecast,AI_P05F,2023,33171.82068898166
Italy,Pepsi Regular (L3),2024,2,AI_forecast,AI_PF,2023,1761898.6881941229
Hungary,Pepsi Regular (L3),2024,11,AI_forecast,AI_P08F,2023,660659.565016005
Norway,7up Free (L3),2023,12,AI_forecast,AI_P08F,2023,44376.90566403971
Denmark,Pepsi Max (L3),2025,2,AI_forecast,AI_P12F,2023,3408092.720188504
Netherlands,Pepsi Max (L3),2023,10,AI_forecast,AI_P04F,2023,892381.4318953665
Portugal,Pepsi Regular (L3),2024,11,AI_forecast,AI_P09F,2023,188926.94448282936
Norway,Pepsi Regular (L3),2024,2,AI_forecast,AI_P11F,2023,33643.96510802214
Czech,Pepsi Regular (L3),2024,9,AI_forecast,AI_P11F,2023,986381.9292453424
Portugal,Pepsi Max (L3),2024,11,AI_forecast,AI_P07F,2023,231906.65874044318
Netherlands,Pepsi Regular (L3),2023,9,AI_forecast,AI_P03F,2023,587888.8008464223
Great Britain,Pepsi Max (L3),2024,6,AI_forecast,AI_P04F,2023,1.0795653376537375E7
Hungary,Pepsi Max (L3),2024,8,AI_forecast,AI_P12F,2023,415494.00851812575
Great Britain,Lipton (L3),2024,1,AI_forecast,AI_P05F,2023,573047.5191030507
Italy,Pepsi Regular (L3),2024,8,AI_forecast,AI_P09F,2023,2084949.9910888239
Great Britain,Lipton (L3),2024,11,AI_forecast,AI_P11F,2023,703946.5730983869
Denmark,Pepsi Max (L3),2024,9,AI_forecast,AI_P10F,2023,2175967.012587554
Denmark,Pepsi Max (L3),2024,1,AI_forecast,AI_P05F,2023,2197263.1896136887
Czech,Mountain Dew (L3),2024,10,AI_forecast,AI_P07F,2023,91503.38107195108
Portugal,7up (L3),2024,4,AI_forecast,AI_P05F,2023,275498.67273785337
Great Britain,7up Free (L3),2024,6,AI_forecast,AI_P02F,2023,1190403.1526660358
Netherlands,Pepsi Max (L3),2024,5,AI_forecast,AI_P11F,2023,984942.7932758029
Netherlands,Pepsi Max (L3),2023,10,AI_forecast,AI_P05F,2023,962825.2619126021
Hungary,Lipton (L3),2024,8,AI_forecast,AI_P07F,2023,346299.8121260102
Norway,Pepsi Max (L3),2024,4,AI_forecast,AI_P08F,2023,2325158.9964225707
Spain,7up (L3),2025,2,AI_forecast,AI_P11F,2023,25267.58639470052
Great Britain,Pepsi Max (L3),2023,11,AI_forecast,AI_P02F,2023,1.149287302484346E7
Denmark,7up Free (L3),2023,7,AI_forecast,AI_P05F,2023,16510.883555204768
Czech,Lipton (L3),2024,4,AI_forecast,AI_P12F,2023,226324.5136204458
Hungary,Pepsi Regular (L3),2025,4,AI_forecast,AI_P11F,2023,448800.3071702806
Netherlands,7up Free (L3),2024,10,AI_forecast,AI_P08F,2023,122052.53308765638
Hungary,Pepsi Regular (L3),2025,3,AI_forecast,AI_P12F,2023,816746.6555408686
Hungary,7up (L3),2024,1,AI_forecast,AI_P03F,2023,52776.43902860532
Great Britain,7up (L3),2024,5,AI_forecast,AI_P10F,2023,244715.8728880309
Spain,Pepsi Regular (L3),2024,2,AI_forecast,AI_P05F,2023,131842.38979379044
Spain,Pepsi Regular (L3),2023,8,AI_forecast,AI_P08F,2023,166426.4478385857
Netherlands,7up Free (L3),2024,2,AI_forecast,AI_P06F,2023,134340.32187624797
Great Britain,7up Free (L3),2024,7,AI_forecast,AI_P09F,2023,1053437.7315554156
Denmark,Pepsi Regular (L3),2025,2,AI_forecast,AI_P12F,2023,179054.17577682243
Norway,Pepsi Max (L3),2024,6,AI_forecast,AI_P06F,2023,2647622.5204060394
Portugal,Pepsi Regular (L3),2023,1,AI_forecast,AI_PF,2023,169246.49345744727
Spain,Pepsi Regular (L3),2024,4,AI_forecast,AI_P10F,2023,108609.39377602201
Denmark,7up (L3),2024,9,AI_forecast,AI_P04F,2023,0.0
Denmark,7up (L3),2023,5,AI_forecast,AI_P03F,2023,0.0
Hungary,Lipton (L3),2024,12,AI_forecast,AI_P12F,2023,229424.1611833926
Netherlands,7up (L3),2023,8,AI_forecast,AI_P03F,2023,201873.5514249554
Norway,Pepsi Max (L3),2024,5,AI_forecast,AI_P05F,2023,3123511.5221695574
Denmark,Mountain Dew (L3),2023,8,AI_forecast,AI_P05F,2023,32648.015974268263
Great Britain,Pepsi Max (L3),2023,8,AI_forecast,AI_P04F,2023,1.3369721226970462E7
Hungary,7up Free (L3),2025,2,AI_forecast,AI_P10F,2023,103415.12513619047
Denmark,Pepsi Max (L3),2024,12,AI_forecast,AI_P10F,2023,2332679.651638487
Italy,Pepsi Regular (L3),2023,4,AI_forecast,AI_P02F,2023,2023113.1839946988
Denmark,Pepsi Max (L3),2024,5,AI_forecast,AI_P08F,2023,2654286.129268067
Spain,Lipton (L3),2025,5,AI_forecast,AI_P12F,2023,10007.57857053952
Norway,Pepsi Regular (L3),2025,4,AI_forecast,AI_P11F,2023,26112.462703144727
Norway,Lipton (L3),2024,8,AI_forecast,AI_P10F,2023,13577.602090937027
Denmark,7up Free (L3),2024,4,AI_forecast,AI_P04F,2023,6254.893351376169
Italy,Pepsi Max (L3),2024,11,AI_forecast,AI_P06F,2023,175444.02241388883
